AAII_YR_DATA,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.9,0.2,0.7,0.7,2.5,0.2,0.2,0.4
Cash_from_Operations,-41.6,-23.5,-32.5,-31.0,71.0,-19.5,-11.9,-2.8
Diluted_EPS,-2.175,-0.11,-1.176,0.022,-0.078,-1.496,-1.13,-0.39
Goodwill_Intangibles,1.1,1.0,1.0,1.2,1.3,1.4,1.6,
LT_Debt,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-45.9,-2.0,-21.3,0.4,-1.4,-24.3,-15.9,-5.0
Revenue,2.5,41.7,24.2,39.5,47.4,2.4,1.1,0.9
Shares_Diluted,21.102,18.157,18.105,18.385,17.81,16.253,14.082,12.8001
Total_Assets,100.3,92.2,118.5,147.9,180.8,90.2,77.4,25.5
Total_Liabilities,29.3,13.5,19.4,32.6,71.5,4.6,2.5,3.6
