AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017
Capital_Expenditures,2.1,1.3,0.8,3.0,3.4,0.4
Cash_from_Operations,214.3,149.3,65.9,51.5,53.6,46.0
Diluted_EPS,3.617,1.882,0.0,0.0,3.06,1.513
Goodwill_Intangibles,978.7,12.3,15.6,20.6,16.6,
LT_Debt,62.9,0.0,143.1,143.9,144.5,0.0
Net_Income,193.9,62.6,0.0,0.0,81.4,40.3
Revenue,1374.0,793.1,450.7,259.7,269.3,166.3
Shares_Diluted,53.6003,33.2748,26.6125,26.6125,26.6125,26.6125
Total_Assets,4188.1,1320.8,680.8,491.7,465.3,
Total_Liabilities,3370.5,1071.4,464.6,363.0,343.2,
