AAII_YR_DATA,12/31/2021,12/31/2020,02/28/2019,02/28/2010,02/28/2009,02/29/2008
Capital_Expenditures,0.9,0.0,0.0,0.0,0.1,0.1
Cash_from_Operations,-0.6,-2.0,-0.7,-0.1,-0.1,-0.4
Diluted_EPS,0.03,-0.048,-0.011,-23.315,-43.947,-48.354
Goodwill_Intangibles,58.4,3.9,0.0,,,
LT_Debt,2.4,0.3,0.0,0.0,0.0,0.0
Net_Income,14.1,-7.7,-1.1,-0.4,-0.8,-0.7
Revenue,84.2,17.3,5.0,0.0,0.0,0.0
Shares_Diluted,473.434,160.5906,97.3819,0.0177,0.0171,0.0153
Total_Assets,104.5,8.5,0.5,0.4,0.8,1.4
Total_Liabilities,55.9,11.5,2.6,0.0,0.0,0.0
