AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,679.0,689.0,419.0,435.0,470.0,415.0,436.0,512.0,525.0,568.0
Cash_from_Operations,1413.0,1131.0,1114.0,1185.0,1333.0,884.0,866.0,910.0,775.0,782.0
Diluted_EPS,1.04,2.281,1.95,1.838,1.792,1.0,1.35,0.843,-0.018,0.329
Goodwill_Intangibles,2270.0,2642.0,1522.0,662.0,631.0,396.0,167.0,192.0,216.0,
LT_Debt,42.0,40.0,28.0,26.0,25.0,28.0,28.0,34.0,34.0,0.0
Net_Income,442.0,990.0,784.0,713.0,708.0,398.0,498.0,323.0,-7.0,126.0
Revenue,9569.0,9853.0,8263.0,8776.0,8415.0,7769.0,7075.0,6909.0,6934.0,6905.0
Shares_Diluted,425.0,434.0,402.0,388.0,395.0,398.0,369.0,383.1419,383.1419,383.1419
Total_Assets,11826.0,13223.0,10875.0,6950.0,4610.0,4287.0,3727.0,3201.0,3257.0,3750.0
Total_Liabilities,5344.0,6167.0,4669.0,3873.0,1737.0,1522.0,1350.0,1280.0,1369.0,
