AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,20.4,9.0,13.8,29.4,12.8,4.8,4.5,4.1,7.1,2.8
Cash_from_Operations,78.2,53.9,4.9,-1.4,6.1,13.3,9.1,-1.9,-3.4,-0.6
Diluted_EPS,-2.13,-2.648,-1.937,-1.105,-1.196,-1.059,-1.188,-4.005,-2.23,-1.376
Goodwill_Intangibles,616.9,626.8,257.9,126.4,112.4,99.8,84.1,86.0,12.4,13.3
LT_Debt,815.9,812.1,378.6,185.2,174.7,0.0,0.0,0.0,16.9,16.3
Net_Income,-124.7,-146.3,-98.8,-53.8,-55.5,-45.5,-49.0,-99.1,-85.0,-52.4
Revenue,685.1,535.4,411.5,326.9,244.1,200.9,157.4,110.5,76.9,60.0
Shares_Diluted,58.5521,55.271,51.0368,48.7318,46.4568,42.953,41.2485,24.7405,38.1067,38.1067
Total_Assets,1359.0,1296.0,913.1,664.9,559.4,284.1,243.3,230.6,87.0,59.9
Total_Liabilities,1479.1,1422.0,841.6,581.7,472.1,260.0,201.3,162.5,122.2,92.4
