AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,3.8,3.7,5.5,2.3,2.9,4.2,2.6
Cash_from_Operations,28.6,-8.8,19.1,27.6,10.5,3.6,1.9
Diluted_EPS,-0.052,-0.05,0.384,0.548,0.551,0.182,-0.185
Goodwill_Intangibles,147.0,153.6,1.5,0.3,0.1,0.0,0.3
LT_Debt,15.1,20.6,3.6,4.2,0.7,1.4,1.4
Net_Income,-2.3,-2.2,17.1,22.3,22.3,6.9,-6.7
Revenue,129.3,103.6,133.2,127.2,114.5,102.8,77.5
Shares_Diluted,44.8152,44.7718,44.5899,40.5816,40.4454,37.9707,36.4188
Total_Assets,322.4,318.7,210.7,173.8,138.1,122.1,99.7
Total_Liabilities,146.4,141.8,32.0,38.5,25.7,32.6,33.0
