AAII_YR_DATA,01/30/2021,01/25/2020,01/26/2019,01/27/2018,01/28/2017,01/30/2016,01/31/2015,01/25/2014
Capital_Expenditures,72.3,246.8,357.5,232.7,124.3,102.5,137.0,47.2
Cash_from_Operations,422.7,105.6,86.3,106.0,43.5,14.9,15.3,35.7
Diluted_EPS,-2.324,-3.352,0.739,0.499,0.476,0.06,-0.007,-0.374
Goodwill_Intangibles,1.5,321.2,571.2,571.2,571.2,570.6,570.6,574.1
LT_Debt,314.3,334.3,371.5,309.6,319.5,441.6,397.2,371.8
Net_Income,-149.7,-214.4,49.0,31.8,27.1,3.6,-0.4,-22.3
Revenue,1737.1,1365.0,1165.9,950.5,765.6,622.2,497.7,404.0
Shares_Diluted,64.4264,63.9756,66.2996,63.712,56.8922,59.5037,59.5037,59.5037
Total_Assets,2524.9,2679.5,1726.2,1374.2,1213.4,1054.8,980.3,834.9
Total_Liabilities,2040.8,2070.9,1015.1,783.4,678.5,685.7,619.4,477.8
