AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.3,0.3,0.3,0.2,0.1,0.0,0.1,0.6,0.3
Cash_from_Operations,-2.0,-2.7,-5.0,-5.3,-5.7,-3.2,-1.9,-1.6,-1.4,-0.5
Diluted_EPS,-0.098,-0.128,-0.167,-0.468,-0.486,-0.402,-0.656,-0.627,-0.515,-0.051
Goodwill_Intangibles,20.9,14.8,3.5,,0.0,0.1,0.0,1.7,0.0,
LT_Debt,16.6,5.9,2.9,0.0,0.0,0.0,2.2,0.2,1.1,0.6
Net_Income,-9.6,-8.9,-8.5,-17.8,-17.0,-8.2,-10.2,-8.8,-6.9,-0.7
Revenue,13.4,5.9,7.1,3.7,1.7,3.5,3.0,1.8,0.2,0.0
Shares_Diluted,97.1666,69.5377,50.8953,38.1068,34.939,20.4729,15.4891,14.0171,13.4624,14.0261
Total_Assets,31.7,22.0,8.5,3.5,10.7,7.6,2.9,3.7,2.1,0.9
Total_Liabilities,25.3,12.4,7.5,6.2,6.2,4.1,25.7,3.9,5.6,0.7
