AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,9.6,2.4,0.9,1.2,4.9,5.6,4.7,2.7
Cash_from_Operations,21.3,-10.6,-17.3,-23.1,-15.2,-28.2,-26.3,-15.0
Diluted_EPS,0.33,-0.012,-0.041,-0.107,-0.157,-0.141,-0.269,-0.162
Goodwill_Intangibles,8.8,1.6,1.9,2.5,3.1,3.5,4.0,2.4
LT_Debt,24.7,40.4,22.1,24.9,0.0,0.0,0.0,0.0
Net_Income,56.2,-2.0,-6.5,-16.7,-24.3,-20.7,-35.2,-20.5
Revenue,149.6,123.9,63.6,54.5,52.2,45.7,26.5,20.6
Shares_Diluted,170.155,162.574,157.407,156.0541,154.9921,146.5941,130.5497,126.8972
Total_Assets,212.5,132.8,88.3,74.3,66.3,84.6,68.8,88.9
Total_Liabilities,93.4,78.3,49.3,40.8,21.1,17.5,27.6,18.2
