AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,270.9,28.8,,0.0,77.1,0.4,,0.0,0.0
Cash_from_Operations,92.5,32.0,1.0,-2.2,-34.1,-0.6,-0.5,-0.2,-0.3
Diluted_EPS,1.268,0.445,-0.172,-14.792,-4.638,-0.381,-0.877,-0.028,-0.038
Goodwill_Intangibles,0.5,0.8,0.0,3.1,0.0,,,,
LT_Debt,41.3,33.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,107.5,32.6,-2.2,-186.1,-35.4,-0.7,-1.1,-0.9,-0.8
Revenue,283.1,90.1,39.5,43.0,17.7,0.0,0.0,0.0,0.0
Shares_Diluted,84.8083,73.2895,13.0758,12.5832,7.6419,1.8968,1.2583,31.0791,20.9997
Total_Assets,610.9,240.9,39.3,37.5,218.0,0.6,0.2,0.2,0.3
Total_Liabilities,85.4,67.8,10.8,7.9,13.9,3.6,4.1,4.0,3.2
