AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.4,2.9,0.8,3.1,2.1,3.6,2.5,2.4,0.7
Cash_from_Operations,52.7,40.0,46.7,30.4,40.7,15.6,28.7,29.3,34.1
Diluted_EPS,2.801,2.32,2.33,1.923,1.361,1.287,1.33,1.078,0.9359999999999999
Goodwill_Intangibles,30.6,31.7,32.7,33.8,33.6,11.1,7.8,8.0,5.5
LT_Debt,84.4,35.1,34.9,34.8,34.6,34.4,32.9,36.9,30.9
Net_Income,43.0,35.4,36.0,29.7,19.5,17.6,18.1,15.2,13.4
Revenue,113.1,110.2,110.9,101.6,80.9,68.5,62.7,55.1,51.8
Shares_Diluted,15.3534,15.2803,15.4371,15.4321,14.3578,13.6518,13.5851,14.1365,14.2902
Total_Assets,3371.0,3220.7,2593.8,2522.5,2340.3,2032.9,1796.5,1637.3,1410.2
Total_Liabilities,3008.5,2876.8,2284.5,2249.5,2084.4,1827.0,1606.2,1450.2,1228.6
