AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,12/31/2015,12/31/2014
Capital_Expenditures,1.1,1.4,0.4,0.6,0.3,0.5,,
Cash_from_Operations,-9.9,-0.6,-1.4,-3.2,-3.4,-0.7,0.0,0.0
Diluted_EPS,-0.849,-0.446,-0.363,-0.607,-0.568,-1.359,-0.058,-0.113
Goodwill_Intangibles,52.1,13.8,16.2,16.7,8.9,,,
LT_Debt,0.3,2.5,1.4,0.1,3.5,0.0,0.0,0.0
Net_Income,-16.7,-7.3,-4.9,-7.6,-5.2,-5.4,0.0,-0.1
Revenue,19.4,17.9,14.1,10.9,5.4,2.6,,0.0
Shares_Diluted,19.6885,16.4744,13.6289,12.5421,9.1065,3.962,0.5501,0.5501
Total_Assets,93.5,67.0,27.3,28.3,24.6,3.9,0.0,0.0
Total_Liabilities,18.2,10.0,12.2,10.3,11.9,0.8,0.3,0.3
