AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/30/2016,12/25/2015,12/26/2014,12/27/2013
Capital_Expenditures,2133.0,1791.0,1626.0,1657.0,1745.0,2040.0,2398.0,2562.0,2449.0,2313.0
Cash_from_Operations,5619.0,5099.0,4263.0,4850.0,4641.0,3472.0,3041.0,3370.0,3343.0,3267.0
Diluted_EPS,1.946,1.677,1.2,1.391,1.281,1.995,0.602,0.666,0.6409999999999999,1.829
Goodwill_Intangibles,502.0,451.0,,,,,,,0.0,0.0
LT_Debt,17896.0,16185.0,16304.0,15993.0,14739.0,11790.0,10962.0,10515.0,9514.0,9022.0
Net_Income,4166.0,3781.0,2765.0,3331.0,3308.0,5470.0,1713.0,1967.0,1926.0,1864.0
Revenue,14853.0,12522.0,10583.0,11937.0,12250.0,11408.0,11069.0,11811.0,12669.0,12026.0
Shares_Diluted,2141.0,2255.0,2304.023,2394.024,2583.026,2742.027,2844.028,2952.03,3006.03,1019.0
Total_Assets,41912.0,40531.0,39793.0,38257.0,36729.0,35739.0,35414.0,34745.0,33053.0,31782.0
Total_Liabilities,29297.0,27041.0,26692.0,26409.0,24166.0,21034.0,23735.0,23093.0,21901.0,21299.0
