AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.0,1.1,1.0,0.2,0.0,0.1
Cash_from_Operations,-21.1,-10.2,-11.0,-9.5,-2.7,-2.4,-2.5
Diluted_EPS,-2.068,-2.987,-1.905,-0.795,-0.415,-0.366,-0.435
Goodwill_Intangibles,21.1,12.2,12.8,,,,
LT_Debt,48.4,48.8,26.9,0.2,0.0,0.0,0.0
Net_Income,-31.9,-38.2,-20.5,-6.4,-3.1,-2.5,-2.8
Revenue,67.3,55.6,46.0,27.4,17.8,8.7,4.6
Shares_Diluted,15.4239,12.7999,10.7657,8.0419,7.3631,6.9039,6.5112
Total_Assets,93.6,88.4,73.4,24.6,6.1,3.5,2.2
Total_Liabilities,71.3,84.2,44.4,6.4,6.4,4.2,1.8
