AAII_YR_DATA,12/30/2022,12/31/2021,01/01/2021,01/03/2020,12/28/2018,12/29/2017,12/30/2016,01/01/2016,01/02/2015,01/03/2014
Capital_Expenditures,12.0,6.8,5.0,23.0,16.3,4.7,14.4,5.4,4.9,6.2
Cash_from_Operations,93.8,124.6,103.3,108.1,91.2,67.8,66.9,60.5,48.3,61.8
Diluted_EPS,1.957,1.898,1.548,1.53,1.334,0.765,0.874,0.8,0.736,0.6890000000000001
Goodwill_Intangibles,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,102.3,101.2,82.6,82.5,72.3,41.3,47.5,43.6,40.7,38.6
Revenue,513.3,466.3,399.9,417.2,379.5,347.8,315.1,312.8,304.7,296.2
Shares_Diluted,52.28,53.331,53.323,53.884,54.168,53.972,54.332,54.596,55.332,56.1
Total_Assets,586.7,683.7,580.1,563.4,468.9,439.6,403.7,387.5,365.3,344.2
Total_Liabilities,265.9,266.7,218.6,213.2,155.0,150.5,130.4,124.7,121.0,109.1
