AAII_YR_DATA,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,15.6,13.9,6.4,15.5,3.9,5.0,3.3
Cash_from_Operations,191.7,182.4,131.5,184.8,198.8,144.1,149.1
Diluted_EPS,2.923,2.671,2.453,2.137,1.897,1.813,1.663
Goodwill_Intangibles,745.2,746.7,748.4,750.8,704.9,712.0,728.3
LT_Debt,108.6,108.5,108.3,111.9,90.7,91.9,97.4
Net_Income,167.4,157.9,144.8,121.3,109.1,105.0,96.2
Revenue,542.9,481.8,434.5,389.0,363.4,352.5,349.6
Shares_Diluted,57.2571,59.1317,59.0294,56.7294,57.5009,57.8861,57.8861
Total_Assets,12788.3,12116.8,11690.0,11531.2,9798.7,9371.4,9134.3
Total_Liabilities,10888.1,10276.3,9935.0,9867.8,8339.3,7950.3,7717.0
