AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.0,7.2,11.2,5.5,3.0,7.9,4.7,5.7,16.5
Cash_from_Operations,171.5,0.9,61.6,77.8,62.0,54.6,78.4,-90.6,218.5
Diluted_EPS,4.598,1.546,2.276,2.192,0.446,0.369,1.291,0.757,0.987
Goodwill_Intangibles,67.5,44.1,52.2,58.0,48.5,54.2,57.8,44.7,36.0
LT_Debt,160.3,160.3,9.9,9.6,9.6,9.6,88.1,91.7,91.7
Net_Income,108.5,36.4,53.9,48.7,9.8,8.1,28.4,16.7,21.7
Revenue,241.7,228.7,227.1,188.1,152.6,139.2,136.6,125.3,110.7
Shares_Diluted,23.6086,23.512,23.6741,22.1944,22.0255,22.0255,22.0255,22.0255,22.0255
Total_Assets,7861.3,7628.3,5324.6,4821.6,4154.0,4071.5,3971.3,3734.2,3224.3
Total_Liabilities,7131.1,6981.1,4725.4,4271.8,3698.7,3622.8,3572.9,3361.5,2874.0
