AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,03/31/2017,03/31/2016,08/31/2014,08/31/2013
Capital_Expenditures,45.7,8.4,1.9,0.9,0.1,,
Cash_from_Operations,144.6,17.8,-6.7,-8.4,-11.9,-1.3,-1.1
Diluted_EPS,0.087,-0.098,-0.067,-0.259,-0.229,-0.079,-0.051
Goodwill_Intangibles,116.1,95.6,105.7,104.9,109.8,,
LT_Debt,49.9,49.4,12.8,0.0,0.0,0.0,0.0
Net_Income,40.5,-31.0,-14.9,-36.5,-19.2,-1.4,-0.9
Revenue,325.4,113.4,60.4,35.1,0.0,,0.0
Shares_Diluted,463.5535,316.5259,221.298,140.9416,84.0433,17.43,17.43
Total_Assets,755.1,730.4,227.9,220.5,121.8,10.3,11.4
Total_Liabilities,529.6,515.1,119.7,97.8,2.5,0.4,0.2
