AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.4,1.2,0.2,0.0,,,
Cash_from_Operations,-14.7,-32.3,-57.0,-7.4,-4.2,-1.1,-0.2
Diluted_EPS,-7.869,-50.178,-22.845,-37.146,-9.268,-14.353,-0.474
Goodwill_Intangibles,86.3,95.0,113.4,32.1,0.0,0.0,
LT_Debt,64.4,62.2,56.8,7.6,0.0,0.0,0.0
Net_Income,-89.9,-104.9,-38.5,-44.1,-6.3,-2.2,-0.2
Revenue,189.1,128.0,53.3,5.7,0.1,0.0,
Shares_Diluted,11.4297,2.09,1.6853,1.1876,0.6781,0.1524,0.4158
Total_Assets,174.0,214.2,197.0,37.2,6.6,1.3,2.4
Total_Liabilities,211.8,216.1,178.4,29.7,3.4,0.3,0.1
