AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.3,0.3,0.0,0.3,0.1,0.0,0.1
Cash_from_Operations,-23.1,-16.2,-15.6,-20.3,-7.0,-16.6,-18.4
Diluted_EPS,-5.026,-3.827,-10.082,-11.577,-10.137,-40.802,-178.414
Goodwill_Intangibles,0.0,13.4,15.5,18.1,18.3,23.0,25.8
LT_Debt,4.6,5.9,3.9,8.0,9.4,0.0,0.0
Net_Income,-35.9,-20.8,-21.5,-16.9,-11.9,-20.7,-22.1
Revenue,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Shares_Diluted,7.143,5.427,2.1309,1.4556,1.1723,0.5085,0.1236
Total_Assets,44.0,74.0,37.5,38.3,46.9,47.5,30.8
Total_Liabilities,14.6,18.3,18.9,23.7,26.0,20.8,24.1
