AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.1,0.0,0.1,0.1,0.4,1.2,0.7,14.6
Cash_from_Operations,186.0,204.9,70.4,-55.6,-37.4,3.4,-21.3,114.7
Diluted_EPS,5.455,5.943,-2.045,-2.286,-1.083,-3.19,-2.293,-4.74
Goodwill_Intangibles,0.2,0.2,1.4,1.1,7.4,8.5,22.6,20.5
LT_Debt,169.7,223.5,248.2,178.2,96.1,20.8,78.4,8.1
Net_Income,103.4,118.9,-38.8,-43.5,-20.6,-60.8,-43.7,-90.4
Revenue,460.5,455.8,279.2,331.0,319.0,409.5,371.5,434.4
Shares_Diluted,18.95,20.012,18.9664,19.0227,19.0638,19.0638,19.0638,19.0638
Total_Assets,549.2,645.2,622.1,519.1,447.6,507.1,590.2,578.7
Total_Liabilities,261.8,325.5,409.9,267.1,155.1,187.4,227.1,179.6
