AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,29.8,17.2,32.4,15.3,27.7,31.0,16.8,22.9,18.3
Cash_from_Operations,67.2,94.4,80.8,78.6,62.2,52.1,51.3,44.3,54.8
Diluted_EPS,3.664,2.552,2.547,2.457,1.875,1.506,1.426,1.369,1.609
Goodwill_Intangibles,38.5,38.9,39.4,39.8,40.2,40.7,41.1,41.5,42.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,66.4,46.4,47.4,46.7,35.7,29.5,28.5,28.6,34.4
Revenue,646.2,552.6,592.2,595.7,558.4,518.7,503.6,492.6,478.8
Shares_Diluted,18.127,18.166,18.602,19.008,19.042,19.57,20.004,20.89,20.89
Total_Assets,415.2,424.8,416.3,318.0,274.0,235.4,220.3,211.6,214.5
Total_Liabilities,202.9,204.4,226.5,123.2,102.8,96.7,88.3,83.7,88.0
