AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,9.7,9.6,64.3,93.0,78.8,58.0,57.5,60.6,47.6
Cash_from_Operations,242.5,246.0,456.0,317.2,356.5,159.1,467.2,167.6,-49.0
Diluted_EPS,1.896,3.667,-0.914,0.459,2.779,4.056,1.908,1.858,1.0759999999999998
Goodwill_Intangibles,410.5,443.5,443.2,927.4,961.8,858.5,774.4,1091.3,828.1
LT_Debt,591.0,589.7,50.0,341.0,424.8,368.8,497.8,606.7,606.1
Net_Income,98.7,243.6,-61.5,31.5,196.2,292.5,139.3,135.7,78.2
Revenue,2597.8,2677.9,2484.6,3947.7,3828.9,3383.7,3207.7,3179.8,2695.0
Shares_Diluted,52.075,66.416,67.261,68.631,70.597,72.121,73.013,73.043,72.723
Total_Assets,1491.9,1621.8,1317.4,3297.8,2826.7,2692.3,2615.7,2698.5,2456.8
Total_Liabilities,921.4,942.4,331.3,1560.5,1066.0,964.3,1134.1,1331.9,1233.3
