AAII_YR_DATA,12/31/2022,01/01/2022,01/02/2021,12/28/2019,12/29/2018,12/30/2017,12/31/2016,01/02/2016,01/03/2015,12/28/2013
Capital_Expenditures,52.8,25.5,72.5,68.4,17.1,43.7,19.7,50.4,75.1,9.1
Cash_from_Operations,29.4,264.8,211.0,221.6,239.5,56.1,419.1,117.2,95.6,54.3
Diluted_EPS,2.6,3.981,4.14,3.436,3.454,2.233,5.848,1.551,1.305,1.016
Goodwill_Intangibles,1168.0,172.8,177.1,49.6,18.0,23.1,49.2,48.0,48.8,50.9
LT_Debt,941.6,0.0,0.0,0.0,0.0,0.0,0.0,185.1,125.1,0.2
Net_Income,143.5,229.6,240.3,196.2,193.5,124.8,311.1,83.3,72.5,58.4
Revenue,2035.8,1239.2,1143.7,937.8,858.3,790.2,712.9,630.1,586.6,547.2
Shares_Diluted,55.2,57.682,58.037,57.1,56.039,55.874,53.195,53.707,55.57100000000001,57.48
Total_Assets,3210.6,1887.0,1712.6,1396.1,1154.8,905.4,820.5,601.7,565.0,438.7
Total_Liabilities,1871.7,336.8,304.9,228.3,185.8,181.4,260.3,326.3,259.0,112.2
