AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,129.6,19.8,2.9,1.8,0.4
Cash_from_Operations,-119.6,-131.0,-27.1,-7.4,-2.2
Diluted_EPS,0.089,-0.267,-0.516,-0.016,-0.028
Goodwill_Intangibles,151.4,163.8,42.1,27.1,
LT_Debt,169.0,57.6,24.9,8.2,0.0
Net_Income,17.8,-43.3,-97.4,-3.1,-5.4
Revenue,139.9,57.7,23.4,30.9,16.6
Shares_Diluted,200.5917,162.2451,188.4976,188.4976,188.4976
Total_Assets,710.4,590.6,127.0,65.9,
Total_Liabilities,273.3,221.9,222.6,61.0,
