AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2011,12/31/2010,12/31/2009
Capital_Expenditures,30.9,73.3,11.5,18.3,6.6,4.7,4.0
Cash_from_Operations,73.8,54.2,93.0,52.7,13.7,1.5,14.7
Diluted_EPS,-0.249,-0.673,0.037,0.028,0.193,-0.416,-0.25
Goodwill_Intangibles,82.1,75.9,12.2,12.9,,,
LT_Debt,0.0,0.0,512.4,515.4,0.0,0.0,0.0
Net_Income,-48.7,-108.7,7.2,5.4,4.7,-8.1,-4.7
Revenue,620.0,575.1,470.6,408.4,156.1,120.8,103.3
Shares_Diluted,195.829,161.424,196.665,196.665,24.195,19.36,18.7
Total_Assets,405.4,431.0,252.1,200.0,53.5,35.6,
Total_Liabilities,263.0,233.5,731.8,686.1,50.6,46.5,
