AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,1.0,0.3,1.0,,,
Cash_from_Operations,16.0,16.1,14.8,13.9,,,
Diluted_EPS,2.693,2.715,2.395,2.97,2.89,2.32,1.82
Goodwill_Intangibles,3.3,3.5,3.6,3.8,,,
LT_Debt,10.3,10.3,10.3,10.3,10.3,10.3,10.3
Net_Income,8.3,8.4,7.4,9.1,,,
Revenue,32.6,31.9,30.1,29.3,,,
Shares_Diluted,3.0892,3.0875,3.0868,3.0796,3.0795,3.0795,3.0795
Total_Assets,922.6,930.0,942.9,930.9,906.7,842.3,775.6
Total_Liabilities,825.3,840.9,856.7,851.0,,,
