AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,247.0,284.6,264.7,249.4,673.0,539.3,373.8
Cash_from_Operations,727.8,595.5,624.9,715.8,1153.6,1045.5,905.9
Diluted_EPS,0.919,1.447,1.959,2.212,1.839,1.566,1.657
Goodwill_Intangibles,70.7,62.4,55.6,56.5,58.6,227.9,199.9
LT_Debt,1039.9,1020.2,974.0,1026.6,1057.8,2292.0,1965.3
Net_Income,251.3,395.6,535.6,604.9,502.9,428.2,453.0
Revenue,2097.1,1946.9,2092.7,2124.5,1976.1,1575.6,2595.1
Shares_Diluted,273.3918,273.3918,273.3918,273.3918,273.3918,273.3918,273.3918
Total_Assets,4591.6,4696.6,4549.7,4351.6,9316.8,9264.2,8655.5
Total_Liabilities,2078.0,2174.3,2039.0,2174.4,5927.1,5807.9,5261.0
