AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.2,0.7,1.3,1.0,1.3,4.9,23.1,19.3
Cash_from_Operations,-13.8,-5.3,-11.8,-9.7,-2.7,-10.7,-28.9,-20.2
Diluted_EPS,-0.857,-0.926,-0.783,-1.246,-0.916,-1.793,-1.516,-0.515
Goodwill_Intangibles,,,0.0,0.1,0.7,1.1,6.3,0.0
LT_Debt,1.8,1.2,1.4,1.5,1.7,1.9,2.1,2.6
Net_Income,-14.9,-15.1,-12.7,-20.0,-14.6,-25.9,-21.8,-6.6
Revenue,59.3,53.3,64.6,57.7,47.8,40.4,43.9,39.5
Shares_Diluted,17.4232,16.3093,16.1764,16.0624,15.9349,14.428,14.4111,12.8382
Total_Assets,107.3,75.4,77.7,95.6,104.2,107.9,133.1,158.4
Total_Liabilities,31.0,26.8,14.9,20.4,16.4,18.8,14.6,11.7
