AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2015,09/30/2014,09/30/2013,09/30/2012,12/31/2011
Capital_Expenditures,0.0,0.6,1.5,,0.0,0.0,0.0,0.0,
Cash_from_Operations,-6.0,-1.1,-2.4,-1.0,-0.7,-0.7,-0.4,-1.0,0.0
Diluted_EPS,-0.139,-0.199,-0.16,-0.013,-1.428,-6.868,-1.937,-3.268,-0.071
Goodwill_Intangibles,76.7,8.9,3.0,,0.0,0.3,0.3,0.2,
LT_Debt,15.0,2.2,0.0,1.5,3.2,0.0,0.3,0.2,0.0
Net_Income,-10.9,-12.3,-9.8,-0.7,-4.7,-17.1,-3.3,-4.1,0.0
Revenue,21.9,8.1,4.9,1.4,0.1,0.2,0.3,0.9,0.0
Shares_Diluted,78.5929,61.622,61.5318,54.7666,3.3203,2.4871,1.7162,1.2546,0.5209
Total_Assets,116.8,20.7,14.5,5.0,0.1,0.5,0.4,1.1,0.0
Total_Liabilities,30.7,12.6,7.0,2.5,5.1,3.1,3.4,3.5,0.0
