AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,36.6,33.4,59.5,42.5,40.8,83.0,75.1,62.8,53.7
Cash_from_Operations,603.1,596.5,519.6,572.3,453.0,442.1,438.2,340.7,309.2
Diluted_EPS,5.358,2.703,3.904,3.571,2.327,2.667,2.692,2.257,1.8330000000000002
Goodwill_Intangibles,226.2,228.6,212.1,213.1,215.8,213.5,213.1,199.5,201.4
LT_Debt,0.0,0.0,0.2,0.5,0.7,0.8,1.0,1.2,1.3
Net_Income,598.6,306.3,454.4,434.3,290.6,343.4,357.8,305.9,252.2
Revenue,6461.4,5109.0,6074.4,5800.3,5266.8,5250.4,5094.9,4695.0,4245.9
Shares_Diluted,111.718,113.318,116.411,121.602,124.892,128.766,132.93,135.541,137.589
Total_Assets,2952.4,2557.4,2311.4,1903.1,1867.5,1778.0,1671.0,1647.3,1490.3
Total_Liabilities,1571.3,1352.1,1167.7,839.9,762.2,691.4,667.3,667.4,570.6
