AAII_YR_DATA,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016
Capital_Expenditures,12.5,14.4,2.4,4.9,2.7,1.3,3.3,3.2
Cash_from_Operations,-169.2,-117.8,-125.7,-38.6,-10.2,-13.5,-14.8,-19.6
Diluted_EPS,-9.609,-2.752,-1.595,-0.842,-3.042,-1.594,-0.968,-0.825
Goodwill_Intangibles,2245.0,3395.6,1629.5,282.9,34.0,33.1,37.6,
LT_Debt,25.1,71.4,68.0,58.4,0.0,338.9,230.5,0.0
Net_Income,-1445.3,-389.6,-167.9,-72.3,-247.9,-129.9,-78.9,-67.2
Revenue,986.7,740.7,299.5,162.9,104.6,77.1,57.6,40.4
Shares_Diluted,150.4041,141.5809,105.2219,85.8903,81.4869,81.4869,81.4869,81.4869
Total_Assets,3604.7,4889.5,2843.7,646.2,345.5,86.5,74.9,
Total_Liabilities,231.4,298.1,231.0,181.4,79.9,445.2,307.0,
