AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,6.5,8.1,19.0,8.1,2.1,2.2,4.2,3.7,1.9,1.3
Cash_from_Operations,25.4,35.4,48.3,38.9,36.3,29.4,11.5,-6.8,0.5,-4.4
Diluted_EPS,-1.946,0.029,4.435,1.02,0.561,0.276,-0.247,-0.734,-0.267,-0.226
Goodwill_Intangibles,96.2,109.1,108.0,109.8,41.9,26.1,25.4,21.3,14.1,12.3
LT_Debt,0.0,0.0,0.0,47.4,48.6,0.0,0.0,0.0,0.0,0.0
Net_Income,-68.1,1.0,158.4,36.3,20.0,9.7,-8.3,-15.7,-8.6,-7.3
Revenue,471.9,359.4,310.1,256.0,190.1,143.8,105.6,75.0,47.7,26.5
Shares_Diluted,35.01,35.701,35.713,35.567,35.562,35.151,33.561,21.336,32.3239,32.3239
Total_Assets,381.2,408.0,389.5,260.1,175.7,110.2,92.6,90.5,25.4,27.7
Total_Liabilities,115.7,110.6,103.6,128.2,83.9,25.2,22.9,17.8,13.7,8.5
