AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,78.0,113.0,155.0,164.0,249.0,185.0,193.0,161.0
Cash_from_Operations,334.0,85.0,435.0,158.0,81.0,138.0,186.0,206.0
Diluted_EPS,0.116,-0.514,2.519,-0.928,-0.901,-2.781,-2.928,-6.7479999999999976
Goodwill_Intangibles,94.0,48.0,50.0,146.0,151.0,164.0,62.0,66.0
LT_Debt,559.0,448.0,422.0,788.0,761.0,590.0,589.0,597.0
Net_Income,10.0,-47.0,235.0,-84.0,-81.0,-257.0,-277.0,-639.0
Revenue,2800.0,2923.0,3756.0,3513.0,3545.0,3645.0,4258.0,4461.0
Shares_Diluted,86.4,91.4,93.3,90.5,89.9,92.4,94.6,94.7
Total_Assets,3730.0,3626.0,3935.0,4147.0,4277.0,4220.0,4914.0,5385.0
Total_Liabilities,2649.0,2392.0,2401.0,2548.0,2584.0,2288.0,2808.0,2558.0
