AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,1314.1,1544.3,943.9,1019.7,718.3,644.4,831.3,1003.7
Cash_from_Operations,4152.2,4606.5,3792.8,3697.4,3690.3,3673.2,2483.1,4498.8
Diluted_EPS,0.183,0.161,0.144,0.149,0.139,0.092,0.159,0.149
Goodwill_Intangibles,10020.5,10278.8,9575.5,8310.8,8069.5,8197.1,7192.5,6876.7
LT_Debt,560.8,453.3,413.1,484.7,435.0,569.5,355.2,442.0
Net_Income,2908.2,2548.8,2289.0,2369.5,2211.6,1462.2,2523.8,2370.2
Revenue,16033.4,14654.7,11742.9,10460.8,10104.0,9634.9,9173.0,8913.3
Shares_Diluted,15848.63,15857.45,15867.57,15868.99,15856.35,15838.06,15823.15,15859.24
Total_Assets,27750.3,27879.9,25183.3,20465.6,19253.0,17855.4,16864.7,17203.8
Total_Liabilities,11264.9,11256.2,10335.3,8139.5,7938.7,8613.4,7848.1,7983.1
