AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,23.2,24.8,65.4,149.1,128.6,169.2,138.6
Cash_from_Operations,69.3,69.0,5.9,111.4,134.9,142.1,147.6
Diluted_EPS,-33.062,-30.558,-55.791,-7.803,-29.613,-12.52,-5.974
Goodwill_Intangibles,8.6,10.1,11.4,13.4,17.9,17.7,19.7
LT_Debt,362.2,1421.8,1613.8,1659.4,1660.2,1656.8,1766.9
Net_Income,-175.7,-160.1,-287.3,-39.1,-137.7,-58.3,-27.5
Revenue,296.0,296.4,261.8,336.8,362.4,367.5,399.9
Shares_Diluted,5.314,5.2397,5.1487,5.015,4.6502,4.6245,4.606
Total_Assets,1803.1,2051.7,2177.2,2351.3,2405.1,2588.8,2616.8
Total_Liabilities,1916.4,2035.6,2046.0,1927.6,1964.3,1964.7,2061.6
