AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012
Capital_Expenditures,1.5,1.1,2.0,0.1,0.3,1.5,2.8
Cash_from_Operations,-397.6,-1.7,-16.6,8.6,-10.3,8.0,5.8
Diluted_EPS,-6.023,-0.596,-1.811,-13.966,-12.187,-3.267,2.497
Goodwill_Intangibles,1273.6,97.7,192.0,50.4,145.9,116.9,27.8
LT_Debt,1231.5,80.0,72.6,27.5,24.7,86.8,0.0
Net_Income,-129.9,-7.9,-22.5,-32.3,-27.7,-7.3,5.6
Revenue,596.6,164.1,149.3,80.2,84.2,28.4,118.6
Shares_Diluted,21.569,13.313,12.428,2.3148,2.2742,2.2388,2.2283
Total_Assets,1859.0,173.7,166.2,76.3,203.9,223.0,86.0
Total_Liabilities,1775.6,128.9,121.6,65.2,163.0,157.3,14.3
