AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1.2,0.3,0.3,0.0,0.0,0.0,,,
Cash_from_Operations,1.2,-2.3,-4.7,-4.3,-3.8,-1.3,2.4,0.2,-0.2
Diluted_EPS,-0.072,-0.25,-0.391,-0.88,-0.723,-1.199,-0.355,-0.389,-0.114
Goodwill_Intangibles,77.7,91.6,77.9,10.3,11.1,10.3,11.0,0.2,
LT_Debt,43.8,42.1,7.8,1.3,0.3,0.0,4.1,0.0,0.0
Net_Income,-5.0,-14.7,-16.5,-9.4,-7.2,-6.5,-2.1,-2.3,-0.7
Revenue,221.8,185.2,54.9,33.0,37.8,25.7,20.4,3.4,
Shares_Diluted,69.153,58.849,42.198,10.6894,9.922,5.4552,5.8083,5.8083,5.8969
Total_Assets,195.4,201.4,140.0,20.5,21.3,20.5,19.1,6.2,0.0
Total_Liabilities,115.0,119.6,66.6,21.1,13.3,11.4,17.0,6.2,0.7
