AAII_YR_DATA,12/31/2020,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
Capital_Expenditures,,0.2,0.2,0.9,0.6,0.5,0.1
Cash_from_Operations,0.0,1.2,1.3,-0.6,-1.0,-0.9,-0.3
Diluted_EPS,0.0,-0.011,-0.034,-0.041,-0.042,-0.034,-0.187
Goodwill_Intangibles,,,,,0.0,0.7,1.8
LT_Debt,0.0,0.2,1.6,1.4,1.2,0.5,0.6
Net_Income,0.0,-2.1,-5.2,-5.1,-4.3,-2.3,-4.8
Revenue,,11.9,10.6,17.0,11.1,5.5,2.7
Shares_Diluted,237.8302,186.2105,153.1057,125.0459,102.3938,67.0588,25.6329
Total_Assets,0.0,5.8,6.0,8.3,6.9,4.8,2.9
Total_Liabilities,0.0,10.3,10.3,8.5,6.2,3.9,3.4
