AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,158.3,120.2,185.0,132.2,98.3,69.3,123.6,208.9,245.6
Cash_from_Operations,72.2,53.8,-0.2,192.0,176.9,159.9,121.8,226.7,187.7
Diluted_EPS,-0.041,-0.334,6.193,1.64,0.097,-1.066,0.077,-0.274,-2.883
Goodwill_Intangibles,1285.9,1340.6,1037.5,473.9,440.0,423.8,453.4,474.7,484.5
LT_Debt,1359.4,1271.2,775.5,585.7,566.8,629.2,845.6,829.7,783.2
Net_Income,-3.2,-26.3,511.4,137.1,7.8,-85.7,6.2,-22.2,-232.8
Revenue,1848.4,1534.0,1204.4,1347.7,1307.5,1451.2,1723.1,2066.3,2896.0
Shares_Diluted,79.234,78.939,81.375,83.595,80.553,80.333,80.365,80.884,80.755
Total_Assets,3053.9,2993.3,2367.5,1632.9,1578.7,1581.3,2061.2,2269.2,2441.7
Total_Liabilities,2305.7,2336.1,1625.9,1364.6,1408.2,1485.0,1789.6,1961.6,1878.0
