AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,215.0,432.0,728.0,416.0,383.0,869.0,837.0,573.0
Cash_from_Operations,757.0,942.0,924.0,834.0,721.0,726.0,769.0,648.0
Diluted_EPS,0.119,0.824,1.112,0.924,0.684,-1.782,1.286,3.885
Goodwill_Intangibles,539.0,613.0,761.0,463.0,306.0,666.0,1425.0,1451.0
LT_Debt,3951.0,3969.0,3129.0,2595.0,2993.0,3034.0,2291.0,2279.0
Net_Income,52.0,360.0,485.0,400.0,290.0,-752.0,530.0,1615.0
Revenue,2463.0,2960.0,3431.0,2803.0,2272.0,2418.0,3367.0,2489.0
Shares_Diluted,438.0,437.0,436.0,433.0,424.0,422.0,412.0,415.7109
Total_Assets,11729.0,12266.0,12444.0,11593.0,11212.0,11226.0,11837.0,11232.0
Total_Liabilities,4660.0,4894.0,4864.0,3951.0,3430.0,3707.0,3045.0,3084.0
