AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,7.5,5.1,1.6,2.8,4.7,9.0,14.0,9.2,1.6,0.4
Cash_from_Operations,4.4,8.4,13.1,37.0,34.9,40.8,24.4,39.9,40.0,25.2
Diluted_EPS,-1.02,0.282,-1.686,1.892,1.275,2.111,2.153,2.008,2.51,1.388
Goodwill_Intangibles,81.9,90.2,99.6,15.3,17.0,18.9,17.4,19.1,23.2,47.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-14.9,4.1,-24.0,27.2,18.7,31.8,32.5,30.8,38.3,20.6
Revenue,156.2,147.8,130.5,114.6,105.6,113.4,103.4,93.0,105.6,75.1
Shares_Diluted,14.561,14.634,14.222,14.374,14.689,15.068,15.116,15.321,15.2694,14.8256
Total_Assets,349.1,347.5,365.6,330.7,279.0,282.6,240.2,235.7,194.0,156.0
Total_Liabilities,63.6,60.5,93.2,42.3,15.4,19.1,17.5,24.9,15.9,20.4
