AAII_YR_DATA,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,105.9,73.4,89.5,97.5,83.3,121.3,62.7,65.3
Cash_from_Operations,481.7,401.4,395.2,311.1,281.2,213.8,210.3,263.2
Diluted_EPS,3.318,2.249,3.733,1.987,1.863,0.815,1.035,1.743
Goodwill_Intangibles,2812.2,2834.4,2766.0,2903.6,2727.7,2858.2,660.9,595.5
LT_Debt,1655.7,1783.1,1790.4,2120.4,1938.4,2175.2,364.9,225.8
Net_Income,223.0,152.2,252.4,133.6,124.1,47.7,60.6,105.0
Revenue,2881.0,2907.3,2848.0,2743.7,2655.2,1988.2,1686.1,1716.2
Shares_Diluted,67.212,67.66,67.612,67.225,66.596,58.536,58.523,58.523
Total_Assets,4671.1,4919.0,4360.0,4528.7,4262.4,4457.6,1752.1,1586.8
Total_Liabilities,2945.0,3345.7,2743.8,3170.5,3035.2,3310.7,945.6,728.1
