AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,169.3,149.3,126.8,72.6,38.6,21.4,11.0,15.7,11.8,3.0
Cash_from_Operations,31.3,214.1,222.7,259.0,189.1,136.7,49.1,52.4,12.1,-17.8
Diluted_EPS,1.652,3.061,2.658,2.92,2.685,1.853,0.579,1.726,0.555,-0.562
Goodwill_Intangibles,51.1,247.4,208.3,203.7,146.8,1.1,1.3,0.7,,
LT_Debt,669.8,662.0,599.5,2.6,3.5,1.8,2.1,2.3,2.4,3.4
Net_Income,93.8,169.2,140.3,146.5,128.8,84.2,25.4,76.6,21.1,-21.4
Revenue,3110.3,1963.9,1459.3,1425.7,937.2,607.0,240.0,489.8,325.1,133.2
Shares_Diluted,58.1006,55.971,52.7955,50.1957,47.98,45.4253,43.8393,44.3761,38.065,38.065
Total_Assets,4265.9,2901.0,2437.1,1494.6,964.5,641.3,424.7,397.4,305.7,75.0
Total_Liabilities,2089.6,1590.9,1351.4,683.0,402.1,243.8,136.0,141.3,138.7,94.1
