AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,12.6,14.0,7.4,8.8,3.3,3.3,3.8
Cash_from_Operations,183.0,234.8,427.6,169.3,135.1,147.3,153.9
Diluted_EPS,-2.836,-0.53,1.75,-1.273,-0.006,-1.148,1.118
Goodwill_Intangibles,746.1,1669.0,1851.4,618.1,713.5,817.4,924.8
LT_Debt,619.6,729.4,795.7,334.7,482.2,545.2,577.2
Net_Income,-295.9,-55.5,146.8,-62.5,-0.3,-56.6,56.1
Revenue,438.9,877.7,892.0,280.1,406.1,373.7,259.6
Shares_Diluted,104.336,104.735,83.856,49.12,48.823,49.251,50.19
Total_Assets,1210.5,2470.0,2701.2,1047.9,1235.1,1110.0,1186.4
Total_Liabilities,909.1,1120.4,1244.3,500.0,615.7,674.4,678.7
