AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,03/31/2020,03/31/2019,03/31/2018,03/31/2017
Capital_Expenditures,0.3,3.0,0.1,,0.0,0.0,
Cash_from_Operations,-69.4,-42.2,-17.0,-3.4,-2.0,-1.3,-0.1
Diluted_EPS,-2.893,-67.922,-20.693,-8.997,-6.746,-1.51,-0.023
Goodwill_Intangibles,0.0,10.5,106.9,,,,
LT_Debt,0.0,0.0,42.6,0.0,0.0,0.0,0.0
Net_Income,-39.8,-161.4,-27.2,-5.0,-3.9,-3.9,-0.1
Revenue,16.8,20.0,1.7,,,,
Shares_Diluted,13.7569,2.376,1.3128,0.5584,0.5709,2.5876,2.5876
Total_Assets,31.9,117.9,153.0,2.0,290.8,312.7,0.3
Total_Liabilities,13.4,117.0,105.8,16.7,8.5,2.9,0.3
