AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.0,0.1,0.1,0.1,0.0,0.1
Cash_from_Operations,-0.1,-1.5,-0.4,0.6,0.8,-1.5,2.1
Diluted_EPS,-0.027,-0.341,-0.591,-1.853,-1.981,-1.034,0.893
Goodwill_Intangibles,3.2,3.5,3.5,3.5,12.8,3.9,4.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.1,-1.2,-1.8,-5.2,-4.7,-1.6,1.4
Revenue,5.2,5.9,6.8,7.6,14.7,7.1,12.5
Shares_Diluted,5.0134,3.4352,2.9915,2.8174,2.3916,1.557,1.5736
Total_Assets,8.0,7.5,8.6,12.3,22.0,10.9,12.6
Total_Liabilities,4.9,5.1,6.9,10.4,15.9,5.3,5.5
