AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.1,0.6,1.4,0.2,0.0,0.0,0.1,0.2
Cash_from_Operations,-77.1,-70.9,-58.8,-48.1,-40.9,-27.9,-21.6,-10.8
Diluted_EPS,-1.518,-3.986,-3.095,-4.631,-18.041,-14.238,-12.755,-7.341
Goodwill_Intangibles,17.4,17.4,27.1,27.1,,,,
LT_Debt,32.3,33.1,33.2,20.1,7.9,9.9,10.1,4.7
Net_Income,-96.4,-102.6,-62.1,-53.4,-43.0,-33.9,-23.0,-13.2
Revenue,,0.0,3.0,,3.5,,,
Shares_Diluted,63.526,25.749,20.077,11.53,2.3847,2.3824,1.8033,1.8032
Total_Assets,155.6,117.2,122.9,160.7,36.0,81.3,7.6,9.5
Total_Liabilities,81.5,52.8,50.1,31.5,14.4,22.5,24.3,13.9
