AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,245.0,184.0,163.0,201.0,317.0,241.0,350.0,,
Cash_from_Operations,338.0,-407.0,6.0,457.0,503.0,182.0,618.0,,
Diluted_EPS,-1.757,-3.642,-1.0,1.624,1.716,1.924,1.427,,
Goodwill_Intangibles,319.0,360.0,437.0,411.0,427.0,455.0,,,
LT_Debt,1597.0,1594.0,1278.0,250.0,250.0,250.0,256.0,256.0,0.0
Net_Income,-182.0,-397.0,-109.0,177.0,187.0,209.0,155.0,,
Revenue,8961.0,7504.0,5675.0,7277.0,7442.0,6824.0,6661.0,7046.0,8321.0
Shares_Diluted,103.6,109.0,109.0,109.0,109.0,108.6041,108.6041,108.6041,108.6041
Total_Assets,6015.0,6580.0,6314.0,5058.0,4795.0,4902.0,4705.0,4627.0,
Total_Liabilities,4658.0,5035.0,4881.0,2099.0,2130.0,1908.0,,,
