AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.0,4.5
Cash_from_Operations,-9.3,-5.3,-9.3,-5.4,-6.5,-5.9,-8.3,-17.2,-28.6,-19.7
Diluted_EPS,-1.337,-0.749,-1.406,-1.117,-0.603,-0.945,-0.835,-2.456,-3.743,-1.609
Goodwill_Intangibles,1.8,1.8,1.8,1.8,,,,,0.0,0.0
LT_Debt,25.0,18.5,11.5,3.0,0.0,3.0,4.3,3.1,11.8,5.7
Net_Income,-23.1,-10.0,-14.8,-10.4,-5.2,-7.8,-6.3,-18.2,-26.5,-10.7
Revenue,1.3,0.9,2.0,3.1,3.3,1.2,4.7,5.3,1.3,23.9
Shares_Diluted,17.3109,13.2967,10.5381,9.3462,8.5838,8.2095,7.5641,7.4136,7.0726,6.6774
Total_Assets,13.3,8.9,11.8,5.3,5.5,3.0,5.1,6.9,25.1,51.5
Total_Liabilities,45.6,34.9,39.4,34.6,27.4,25.6,24.1,23.1,29.2,34.1
