AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,414.1,391.9,293.2,262.4,217.8,179.4,149.7,172.1,177.4,141.9
Cash_from_Operations,738.0,704.3,574.4,491.7,407.8,324.5,257.1,252.1,205.8,236.6
Diluted_EPS,38.063,46.492,51.265,31.123,28.774,40.92,17.383,15.67,25.267,17.926
Goodwill_Intangibles,3595.5,3829.1,1708.7,1742.0,1126.0,1137.9,582.4,582.3,582.4,604.7
LT_Debt,3752.6,3799.5,2148.8,1711.9,1142.1,1160.7,530.9,535.5,0.0,0.0
Net_Income,234.1,291.8,304.4,178.6,164.8,235.2,100.3,91.8,147.3,104.5
Revenue,1706.0,1605.8,1325.2,1168.0,1072.3,960.0,819.3,807.3,814.8,825.7
Shares_Diluted,6.3141,6.3874,5.9376,5.7379,5.726,5.747,5.771,5.8601,5.83,5.83
Total_Assets,6913.9,6954.0,4488.3,3151.8,2303.2,2204.6,1421.1,1398.8,1262.0,1248.3
Total_Liabilities,5155.9,5160.9,2993.0,2310.3,1527.9,1528.2,951.8,963.5,408.8,413.1
