AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,19.8,17.5,14.3,20.2,21.1,25.6,31.7,24.5
Cash_from_Operations,224.3,160.7,275.6,302.4,227.1,536.1,277.4,176.1
Diluted_EPS,0.94,0.745,0.716,0.434,0.638,0.545,0.379,0.396
Goodwill_Intangibles,109.6,97.9,99.1,97.7,101.8,105.3,106.7,218.3
LT_Debt,187.1,400.0,255.0,0.0,131.2,0.0,0.0,5.1
Net_Income,221.6,195.5,202.6,126.7,192.1,181.5,131.7,112.0
Revenue,980.9,1040.2,968.4,881.7,793.5,731.7,660.9,545.1
Shares_Diluted,235.8388,262.5198,282.7919,291.9665,300.9549,332.9334,347.7316,283.0336
Total_Assets,26023.2,26698.8,26229.0,25129.2,23174.7,20888.7,18773.6,15623.1
Total_Liabilities,23313.2,24076.8,23223.7,22003.8,20051.4,17577.0,15195.8,14288.7
