AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016
Capital_Expenditures,0.2,0.6,0.5,1.4,4.9,3.0,0.0
Cash_from_Operations,-6.5,-9.3,-5.0,-6.5,-1.9,-0.9,-0.1
Diluted_EPS,-0.077,-0.404,-0.183,-1.012,-1.047,-0.491,-0.033
Goodwill_Intangibles,9.5,36.8,20.5,7.4,0.0,,
LT_Debt,1.2,3.2,3.7,0.0,1.9,0.0,0.0
Net_Income,-17.4,-64.4,-11.0,-28.6,-8.7,-2.7,-0.1
Revenue,16.6,20.9,14.0,2.5,1.3,0.3,0.0
Shares_Diluted,226.1682,159.3054,60.1431,28.2453,8.3054,5.597,2.6849
Total_Assets,31.0,57.2,45.0,31.1,14.4,4.4,2.1
Total_Liabilities,15.4,24.6,20.0,6.9,6.1,0.2,0.1
