AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,6.7,21.1,11.7,7.7,4.2,4.3,5.9,8.7,7.4,7.7
Cash_from_Operations,19.1,-54.9,31.4,18.1,17.6,17.1,21.3,23.2,13.0,-2.5
Diluted_EPS,2.777,2.775,2.857,2.347,1.95,1.287,-0.285,0.872,1.305,0.981
Goodwill_Intangibles,172.0,177.0,30.2,30.2,30.3,30.3,33.4,36.5,36.7,36.8
LT_Debt,253.6,266.8,0.0,0.0,0.0,2.2,14.6,23.7,36.3,38.4
Net_Income,20.5,20.6,21.0,17.5,14.6,9.6,-2.1,6.6,9.8,7.4
Revenue,615.5,514.2,277.3,270.4,252.7,253.2,260.3,269.3,286.2,244.9
Shares_Diluted,7.369,7.409,7.337,7.439,7.462,7.4503,7.5052,7.5742,7.5449,7.5174
Total_Assets,582.4,624.6,229.1,205.8,184.7,173.5,178.9,193.9,213.2,199.0
Total_Liabilities,366.9,426.7,49.6,41.2,33.1,32.4,43.8,51.7,74.9,67.8
