AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,,0.0,0.1,0.8,1.7,1.0,0.3,0.0
Cash_from_Operations,0.1,0.2,-1.2,-1.6,-1.1,-0.5,3.2,-2.7,-3.0,-1.5
Diluted_EPS,-0.018,-0.042,-0.075,-0.08,-0.063,-0.039,-0.308,-0.323,-0.128,-0.142
Goodwill_Intangibles,1.9,2.1,2.3,2.5,2.7,3.0,0.7,1.0,1.2,0.1
LT_Debt,9.9,0.0,14.5,11.2,13.9,9.9,13.0,3.3,2.4,4.7
Net_Income,-1.6,-3.6,-5.8,-6.1,-4.8,-2.9,-15.6,-14.3,-5.0,-4.9
Revenue,21.6,13.0,8.2,11.4,12.3,27.5,32.3,12.6,2.8,1.7
Shares_Diluted,90.0252,85.8563,77.8188,76.535,76.1379,75.0618,50.6463,44.1603,39.1402,34.2836
Total_Assets,9.3,8.1,7.4,9.3,8.0,12.1,15.9,7.3,15.0,1.9
Total_Liabilities,16.8,18.4,20.6,18.1,16.7,16.5,19.5,20.3,19.6,6.8
