AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1310.0,1229.0,1624.0,2057.0,1739.0,1217.0,874.0,908.9,758.5,1102.6
Cash_from_Operations,2878.0,2727.0,3055.0,2698.0,2500.0,2032.0,1787.0,1796.7,1666.1,1237.7
Diluted_EPS,3.859,2.525,2.351,1.787,1.227,0.804,0.95,4.421,1.04,0.263
Goodwill_Intangibles,13681.0,14124.0,14511.0,14914.0,15594.0,15983.2,9407.7,13073.4,12580.5,8974.3
LT_Debt,20910.0,20557.0,19151.0,18021.0,16575.0,16044.4,12069.4,12043.7,11807.5,11490.9
Net_Income,1675.0,1096.0,999.0,747.0,509.0,308.0,324.0,1477.0,338.3,78.7
Revenue,6986.0,6340.0,5840.0,5763.0,5370.0,4255.0,3921.2,3663.9,3538.8,2865.8
Shares_Diluted,434.0,434.0,425.0,418.0,415.0,383.0,340.879,334.062,333.265,299.293
Total_Assets,38921.0,39040.0,38768.0,38457.0,32762.0,32229.6,22675.1,21937.0,21143.3,20594.9
Total_Liabilities,31472.0,30782.0,29307.0,27968.0,21191.0,19890.5,15118.0,14847.7,14427.1,13668.2
