AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,361.4,529.3,480.9,382.0,559.4,439.1,313.9
Cash_from_Operations,28668.8,-3915.7,-1307.8,7155.9,10860.9,-12349.4,16263.2
Diluted_EPS,0.298,0.396,0.312,0.322,0.337,0.341,0.317
Goodwill_Intangibles,2952.7,2963.8,3246.4,3256.6,3179.7,1491.4,1515.6
LT_Debt,50336.6,55648.3,51642.3,47288.2,52814.6,46429.6,36281.0
Net_Income,3187.6,4231.5,3338.0,3439.7,3601.8,3649.8,3082.6
Revenue,24101.9,25042.8,24566.9,25408.0,29729.1,25572.3,20911.6
Shares_Diluted,10691.95,10691.96,10692.01,10692.02,10692.03,10696.35,9731.934
Total_Assets,322985.0,277470.0,262780.0,246438.0,239932.0,206655.0,187281.0
Total_Liabilities,293674.0,250277.0,237766.0,222807.0,218737.0,188381.0,170743.0
