AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,138.0,62.0,113.0,119.0,127.0,112.0,108.0,120.0,126.0
Cash_from_Operations,936.0,817.0,724.0,800.0,653.0,656.0,524.0,608.0,649.0
Diluted_EPS,1.744,1.879,1.721,1.732,1.481,1.371,2.089,1.284,1.226
Goodwill_Intangibles,1347.0,1455.0,1391.0,1398.0,1433.0,1394.0,1185.0,1218.0,1297.0
LT_Debt,2019.0,2354.0,2269.0,2290.0,2341.0,1689.0,1230.0,743.0,997.0
Net_Income,838.0,903.0,827.0,835.0,717.0,669.0,1067.0,684.0,659.0
Revenue,3933.0,3461.0,3363.0,3324.0,3248.0,2994.0,3089.0,3134.0,2991.0
Shares_Diluted,480.565,480.677,480.409,482.067,484.248,488.077,510.7,532.7075,537.705
Total_Assets,6373.0,6522.0,5766.0,5139.0,4976.0,4625.0,4183.0,4188.0,4103.0
Total_Liabilities,3636.0,3866.0,3791.0,3492.0,3660.0,3255.0,2621.0,2283.0,2071.0
