AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,0.2,0.4,1.0,1.4,0.9,0.6,0.1
Cash_from_Operations,0.7,-0.8,-1.4,-4.8,-6.3,-6.1,-5.3,-4.5,-4.6
Diluted_EPS,-0.072,-0.084,-0.101,-0.115,-0.144,-0.134,-0.117,-0.104,-0.099
Goodwill_Intangibles,0.9,0.9,0.8,0.7,0.7,0.6,0.4,0.5,0.3
LT_Debt,28.0,34.0,71.4,68.6,64.6,62.3,53.7,23.7,17.9
Net_Income,-10.1,-11.7,-14.1,-16.1,-20.1,-18.6,-16.3,-14.5,-13.6
Revenue,7.8,6.5,6.3,6.1,6.3,6.0,5.1,3.1,2.1
Shares_Diluted,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.3807,139.121,137.1972
Total_Assets,5.1,5.5,5.3,8.2,12.1,21.5,30.1,9.9,12.4
Total_Liabilities,117.8,108.8,97.0,86.0,74.3,63.6,55.4,24.8,20.9
