AAII_YR_DATA,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,8.7,6.6,7.8,6.4,7.5,5.8,8.4,6.1
Cash_from_Operations,5.5,6.6,5.9,3.0,3.1,5.5,5.6,4.9
Diluted_EPS,0.882,0.865,0.631,0.622,0.999,0.607,0.734,0.6629999999999999
Goodwill_Intangibles,0.9,,,,,,,0.0
LT_Debt,55.0,47.8,46.8,43.8,38.6,12.6,14.6,13.5
Net_Income,3.0,2.9,1.9,1.9,3.1,1.8,2.1,1.8
Revenue,32.4,35.5,34.3,30.0,19.7,22.5,25.5,23.5
Shares_Diluted,3.3533,3.3286,3.0105,2.9862,3.0619,2.9339,2.8162,2.6914
Total_Assets,136.5,118.6,111.7,106.7,107.5,71.4,62.5,55.0
Total_Liabilities,95.6,84.2,78.9,74.4,75.7,41.7,35.9,31.6
