AAII_YR_DATA,10/31/2020,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014
Capital_Expenditures,5.8,0.9,3.8,2.3,4.7,8.8,5.8
Cash_from_Operations,-3.6,2.0,15.4,23.8,22.8,25.0,65.9
Diluted_EPS,-433.846,-274.159,93.583,375.264,285.003,443.924,1593.606
Goodwill_Intangibles,0.0,1.4,1.4,1.4,1.4,1.4,1.4
LT_Debt,5.9,6.6,7.8,8.5,1.4,6.7,2.1
Net_Income,-13.3,-8.4,2.9,11.5,8.7,13.6,48.8
Revenue,165.0,208.8,210.3,215.8,215.5,231.3,301.0
Shares_Diluted,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306,0.0306
Total_Assets,116.2,106.1,116.9,127.1,121.5,122.0,139.7
Total_Liabilities,64.1,40.6,41.8,43.1,37.8,37.4,36.5
