AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,0.1,0.2,1.1,0.4,0.2,1.5,3.0,0.4
Cash_from_Operations,-2.6,-1.8,-2.1,-1.9,-2.1,-3.4,-1.4,-1.9
Diluted_EPS,-0.013,0.003,-0.015,-0.023,-0.009,-0.052,-0.008,-0.025
Goodwill_Intangibles,,,0.0,0.6,1.1,1.1,,
LT_Debt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-2.7,0.6,-3.2,-5.1,-2.0,-9.6,-1.4,-1.4
Revenue,3.6,2.7,2.5,3.6,1.1,2.5,0.6,4.4
Shares_Diluted,217.5873,217.5873,217.5873,217.5873,217.5873,185.4764,182.8291,182.8291
Total_Assets,11.5,11.6,10.3,12.7,17.2,19.1,3.9,7.3
Total_Liabilities,7.0,1.7,1.6,1.4,0.9,1.2,1.2,1.3
