AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,342.2,787.8,619.6,482.6,223.6,320.0,193.5,185.0,710.7,1526.3
Cash_from_Operations,365.2,389.5,351.1,303.2,229.0,211.6,117.7,151.7,142.4,137.3
Diluted_EPS,1.11,1.871,1.598,1.174,0.753,2.044,1.236,2.325,0.8909999999999999,3.022
Goodwill_Intangibles,136.2,168.6,189.2,257.6,145.9,186.2,245.5,124.6,163.2,171.0
LT_Debt,2329.9,2138.7,1899.9,2194.0,1062.6,1093.2,1380.9,718.8,792.3,630.1
Net_Income,166.8,278.6,237.3,150.4,79.2,216.3,79.1,125.5,45.5,109.1
Revenue,762.3,755.1,740.3,657.5,475.2,466.2,259.2,204.4,177.6,210.7
Shares_Diluted,150.419,148.891,148.636,129.831,105.0763,105.8243,64.0058,53.9948,51.115,36.105
Total_Assets,7537.0,7312.0,7107.4,7151.4,4146.3,4204.6,4171.6,2595.3,2667.3,2273.2
Total_Liabilities,2911.4,2745.3,2640.3,2792.2,1380.4,1432.6,1716.0,911.9,993.9,815.8
