AAII_YR_DATA,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,0.9,1.4,4.7,1.2,4.0,1.2,1.1
Cash_from_Operations,23.7,7.5,-7.4,-9.5,-3.1,-7.7,-22.6
Diluted_EPS,-0.019,-0.713,-0.918,-1.09,-0.85,-0.577,-0.761
Goodwill_Intangibles,14.3,41.8,31.0,34.8,36.0,37.5,81.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.9,-32.5,-40.8,-47.3,-35.3,-23.1,-29.5
Revenue,240.4,196.7,191.2,169.6,183.3,160.2,150.3
Shares_Diluted,47.868,45.577,44.498,43.343,41.567,39.991,38.796
Total_Assets,293.8,297.0,237.7,259.6,218.2,223.9,239.8
Total_Liabilities,196.8,206.4,128.8,147.4,68.6,47.7,47.4
